url,type
http://banking-security-verify.xyz,phishing
https://facebook.com,legitimate
http://verify-free-now.top,phishing
https://stackoverflow.com/products,legitimate
http://security-login-security.tk,phishing
http://update-confirm-wallet.xyz,phishing
http://free-bonus-gift.shop,phishing
http://banking-login-verify.xyz,phishing
https://google.com/dashboard,legitimate
http://confirm-secure-signin.xyz,phishing
https://wikipedia.org/about,legitimate
https://youtube.com/products,legitimate
http://wallet-confirm.live,phishing
https://youtube.com/profile,legitimate
http://banking-bonus-verify.info,phishing
https://openai.com/products,legitimate
http://confirm-bonus-signin.shop,phishing
http://confirm-bonus-signin.ru,phishing
https://stackoverflow.com/profile,legitimate
http://banking-security-verify.xyz,phishing
https://twitter.com/login,legitimate
http://bonus-login-security.live,phishing
https://flipkart.com/dashboard,legitimate
http://confirm-security-signin.tk,phishing
https://openai.com/dashboard,legitimate
http://verify-login-now.live,phishing
http://update-login-wallet.tk,phishing
https://www.facebook.com,legitimate
https://youtube.com/dashboard,legitimate
http://verify-security.club,phishing
http://banking-banking-verify.tk,phishing
https://github.com/products,legitimate
http://banking-wallet-verify.live,phishing
https://www.stackoverflow.com,legitimate
https://wikipedia.org,legitimate
https://twitter.com/login,legitimate
http://confirm-banking-signin.xyz,phishing
https://github.com/about,legitimate
https://www.github.com,legitimate
https://microsoft.com/login,legitimate
http://update-account-wallet.live,phishing
http://free-confirm-gift.shop,phishing
http://free-update-gift.xyz,phishing
http://banking-signin-verify.info,phishing
https://google.com/profile,legitimate
http://verify-account-now.top,phishing
http://security-banking.top,phishing
http://verify-confirm-now.shop,phishing
https://google.com,legitimate
https://wikipedia.org/about,legitimate
http://bonus-winner.xyz,phishing
http://secure-update-account.club,phishing
https://netflix.com/login,legitimate
https://stackoverflow.com/profile,legitimate
http://verify-account-now.ru,phishing
http://free-paypal-gift.xyz,phishing
https://wikipedia.org/home,legitimate
https://netflix.com/support,legitimate
http://confirm-bonus-signin.info,phishing
http://update-verify-wallet.shop,phishing
http://confirm-signin-signin.club,phishing
https://www.stackoverflow.com,legitimate
http://security-confirm.top,phishing
http://confirm-winner-signin.ru,phishing
https://amazon.com/support,legitimate
http://update-paypal-wallet.tk,phishing
http://verify-wallet-now.club,phishing
https://youtube.com/profile,legitimate
https://youtube.com,legitimate
https://linkedin.com/products,legitimate
https://linkedin.com/dashboard,legitimate
http://confirm-banking-signin.info,phishing
http://update-winner-wallet.xyz,phishing
https://www.youtube.com,legitimate
http://free-confirm-gift.club,phishing
https://instagram.com/products,legitimate
https://apple.com/support,legitimate
http://free-signin-gift.ru,phishing
http://banking-bonus-verify.xyz,phishing
https://openai.com/support,legitimate
https://www.instagram.com,legitimate
http://update-confirm-wallet.club,phishing
https://github.com/profile,legitimate
https://google.com/about,legitimate
https://github.com/dashboard,legitimate
http://confirm-banking-signin.info,phishing
https://linkedin.com/products,legitimate
http://banking-paypal-verify.shop,phishing
http://confirm-update.tk,phishing
http://verify-winner-now.info,phishing
http://verify-wallet-now.tk,phishing
https://apple.com/products,legitimate
https://amazon.com,legitimate
https://twitter.com/profile,legitimate
http://confirm-winner-signin.shop,phishing
http://verify-winner-now.club,phishing
https://stackoverflow.com/login,legitimate
https://netflix.com/login,legitimate
http://secure-login-account.shop,phishing
http://banking-login-verify.ru,phishing
https://linkedin.com/login,legitimate
http://verify-account-now.top,phishing
http://verify-gift-now.ru,phishing
https://openai.com/login,legitimate
http://update-free-wallet.info,phishing
http://confirm-update-signin.ru,phishing
http://free-bonus-gift.club,phishing
https://youtube.com,legitimate
https://www.stackoverflow.com,legitimate
https://flipkart.com,legitimate
http://free-update-gift.info,phishing
https://facebook.com/login,legitimate
http://verify-free-now.club,phishing
http://banking-wallet-verify.info,phishing
http://update-bonus-wallet.live,phishing
https://amazon.com/profile,legitimate
http://verify-paypal-now.tk,phishing
http://free-secure.shop,phishing
http://verify-bonus-now.ru,phishing
https://www.wikipedia.org,legitimate
http://secure-banking-account.xyz,phishing
http://verify-bonus-now.live,phishing
http://update-free-wallet.xyz,phishing
http://free-free-gift.info,phishing
https://flipkart.com/about,legitimate
https://stackoverflow.com,legitimate
http://verify-secure-now.club,phishing
https://wikipedia.org,legitimate
https://facebook.com/dashboard,legitimate
https://microsoft.com,legitimate
https://wikipedia.org/home,legitimate
https://instagram.com/home,legitimate
https://youtube.com/dashboard,legitimate
https://facebook.com,legitimate
http://banking-free-verify.ru,phishing
http://banking-wallet-verify.tk,phishing
http://wallet-login-security.shop,phishing
https://netflix.com/products,legitimate
http://confirm-login-signin.live,phishing
http://banking-signin-verify.xyz,phishing
https://google.com/about,legitimate
https://apple.com/dashboard,legitimate
https://netflix.com/dashboard,legitimate
https://twitter.com/home,legitimate
http://update-account-wallet.live,phishing
http://verify-winner-now.ru,phishing
https://microsoft.com/products,legitimate
https://openai.com/login,legitimate
http://secure-bonus-account.club,phishing
http://banking-login-security.tk,phishing
http://banking-free-verify.ru,phishing
http://confirm-free-signin.info,phishing
https://twitter.com/products,legitimate
https://github.com/profile,legitimate
https://linkedin.com/login,legitimate
https://facebook.com/profile,legitimate
https://apple.com/dashboard,legitimate
http://update-update-wallet.live,phishing
http://update-signin-wallet.tk,phishing
https://www.stackoverflow.com,legitimate
http://free-security-gift.shop,phishing
http://account-paypal.club,phishing
https://www.youtube.com,legitimate
http://security-secure.top,phishing
https://www.netflix.com,legitimate
http://secure-login-account.tk,phishing
http://confirm-bonus-signin.info,phishing
http://verify-winner-now.shop,phishing
http://verify-account-now.info,phishing
http://update-update-wallet.info,phishing
http://confirm-wallet-signin.tk,phishing
http://confirm-account-signin.tk,phishing
https://twitter.com/login,legitimate
http://bonus-account.xyz,phishing
http://verify-confirm.live,phishing
http://update-winner-wallet.shop,phishing
http://verify-wallet-now.live,phishing
http://paypal-login-security.ru,phishing
http://confirm-gift-signin.top,phishing
http://secure-gift-account.live,phishing
https://twitter.com/products,legitimate
https://facebook.com/about,legitimate
https://openai.com/login,legitimate
http://confirm-signin-signin.tk,phishing
http://secure-verify-account.info,phishing
https://youtube.com,legitimate
http://banking-login-verify.tk,phishing
https://instagram.com/dashboard,legitimate
https://netflix.com/about,legitimate
http://confirm-gift-signin.info,phishing
https://twitter.com/home,legitimate
https://github.com/about,legitimate
http://confirm-account-signin.top,phishing
https://openai.com/login,legitimate
https://www.twitter.com,legitimate
https://www.microsoft.com,legitimate
https://linkedin.com/profile,legitimate
http://confirm-gift-signin.shop,phishing
http://verify-update-now.xyz,phishing
http://confirm-paypal-signin.xyz,phishing
https://youtube.com/login,legitimate
http://confirm-gift-signin.info,phishing
https://amazon.com/profile,legitimate
https://netflix.com/profile,legitimate
http://update-banking-wallet.tk,phishing
http://verify-account-now.top,phishing
https://openai.com/dashboard,legitimate
https://stackoverflow.com/login,legitimate
https://www.netflix.com,legitimate
http://free-signin-gift.live,phishing
http://secure-paypal-account.xyz,phishing
https://www.instagram.com,legitimate
https://github.com/profile,legitimate
http://free-secure-gift.info,phishing
https://www.stackoverflow.com,legitimate
https://youtube.com/login,legitimate
https://microsoft.com/home,legitimate
https://netflix.com,legitimate
https://netflix.com/products,legitimate
https://microsoft.com/profile,legitimate
https://linkedin.com/about,legitimate
http://banking-login-verify.ru,phishing
https://wikipedia.org/dashboard,legitimate
http://free-free-gift.info,phishing
http://verify-login-now.live,phishing
http://confirm-signin-signin.live,phishing
https://www.stackoverflow.com,legitimate
http://wallet-login.info,phishing
http://verify-verify.tk,phishing
http://confirm-winner-signin.club,phishing
http://confirm-login-signin.tk,phishing
https://microsoft.com/profile,legitimate
http://update-gift-wallet.info,phishing
https://microsoft.com,legitimate
https://wikipedia.org/about,legitimate
http://secure-free-account.club,phishing
https://youtube.com/login,legitimate
https://www.netflix.com,legitimate
http://verify-winner-now.shop,phishing
https://twitter.com/about,legitimate
https://netflix.com/login,legitimate
http://banking-security-verify.tk,phishing
https://apple.com/about,legitimate
https://www.linkedin.com,legitimate
https://www.flipkart.com,legitimate
https://www.wikipedia.org,legitimate
http://verify-secure-now.live,phishing
http://free-security-gift.top,phishing
https://stackoverflow.com/support,legitimate
https://github.com/about,legitimate
http://wallet-login-security.info,phishing
https://openai.com/products,legitimate
http://account-confirm.info,phishing
https://google.com/products,legitimate
http://confirm-gift-signin.info,phishing
http://bonus-bonus.top,phishing
https://www.flipkart.com,legitimate
https://youtube.com,legitimate
https://www.wikipedia.org,legitimate
https://linkedin.com/home,legitimate
http://wallet-login-security.tk,phishing
http://secure-verify-account.top,phishing
http://winner-secure.info,phishing
http://secure-login-account.tk,phishing
https://facebook.com/login,legitimate
https://linkedin.com/about,legitimate
https://linkedin.com/login,legitimate
http://secure-security-account.shop,phishing
http://free-paypal-gift.xyz,phishing
http://banking-free-verify.shop,phishing
https://stackoverflow.com/login,legitimate
http://bonus-login-security.live,phishing
https://flipkart.com,legitimate
http://update-update-wallet.xyz,phishing
http://banking-secure-verify.ru,phishing
http://wallet-login-security.info,phishing
http://free-login-gift.info,phishing
https://github.com,legitimate
https://www.microsoft.com,legitimate
http://signin-login-security.xyz,phishing
http://secure-wallet-account.club,phishing
http://banking-login-security.xyz,phishing
http://free-paypal-gift.tk,phishing
http://verify-secure-now.club,phishing
http://verify-paypal-now.live,phishing
http://security-free.xyz,phishing
http://banking-gift-verify.shop,phishing
https://linkedin.com,legitimate
https://netflix.com/profile,legitimate
http://confirm-banking-signin.live,phishing
http://signin-bonus.club,phishing
http://secure-login-account.xyz,phishing
http://free-account.tk,phishing
https://flipkart.com/products,legitimate
http://free-security.top,phishing
https://twitter.com/login,legitimate
http://banking-update-verify.info,phishing
https://google.com,legitimate
https://google.com/support,legitimate
http://free-free-gift.tk,phishing
https://flipkart.com/login,legitimate
https://apple.com/support,legitimate
https://twitter.com/login,legitimate
https://flipkart.com/home,legitimate
https://youtube.com/dashboard,legitimate
http://verify-banking-now.xyz,phishing
https://www.twitter.com,legitimate
http://free-confirm-gift.club,phishing
http://security-confirm.top,phishing
http://winner-login-security.live,phishing
https://openai.com/login,legitimate
https://twitter.com/login,legitimate
https://google.com/profile,legitimate
https://flipkart.com/profile,legitimate
http://secure-paypal-account.live,phishing
https://linkedin.com/about,legitimate
http://verify-gift-now.shop,phishing
http://verify-security-now.live,phishing
https://youtube.com,legitimate
http://verify-wallet-now.live,phishing
https://www.microsoft.com,legitimate
http://verify-confirm-now.live,phishing
https://openai.com/about,legitimate
https://linkedin.com/dashboard,legitimate
https://netflix.com,legitimate
http://confirm-security-signin.xyz,phishing
http://gift-login-security.club,phishing
http://verify-free-now.club,phishing
http://banking-security-verify.shop,phishing
https://netflix.com/dashboard,legitimate
https://flipkart.com/products,legitimate
https://openai.com/about,legitimate
https://apple.com/support,legitimate
https://apple.com/profile,legitimate
http://update-free-wallet.top,phishing
https://youtube.com,legitimate
https://instagram.com/about,legitimate
http://confirm-gift-signin.ru,phishing
https://facebook.com/login,legitimate
https://microsoft.com/dashboard,legitimate
https://github.com/dashboard,legitimate
https://wikipedia.org,legitimate
http://verify-free-now.live,phishing
http://update-login-wallet.xyz,phishing
https://google.com/login,legitimate
http://verify-bonus-now.info,phishing
http://verify-security-now.tk,phishing
https://amazon.com/products,legitimate
http://secure-wallet-account.club,phishing
http://bonus-login-security.shop,phishing
https://linkedin.com/about,legitimate
https://amazon.com/profile,legitimate
http://update-account-wallet.tk,phishing
http://verify-banking-now.shop,phishing
http://update-winner-wallet.tk,phishing
https://github.com/login,legitimate
http://banking-verify-verify.tk,phishing
https://stackoverflow.com/about,legitimate
https://stackoverflow.com/profile,legitimate
http://gift-login-security.live,phishing
http://free-confirm-gift.xyz,phishing
http://secure-winner-account.xyz,phishing
http://verify-banking-now.club,phishing
http://update-secure-wallet.ru,phishing
http://secure-signin-account.tk,phishing
http://verify-paypal-now.ru,phishing
https://wikipedia.org/dashboard,legitimate
https://amazon.com/about,legitimate
http://free-signin-gift.shop,phishing
http://verify-login-security.tk,phishing
http://update-free-wallet.shop,phishing
http://confirm-verify-signin.xyz,phishing
http://secure-gift-account.tk,phishing
http://gift-wallet.shop,phishing
http://update-confirm-wallet.live,phishing
http://banking-update-verify.tk,phishing
http://free-bonus-gift.ru,phishing
https://flipkart.com,legitimate
https://github.com/profile,legitimate
http://free-update.ru,phishing
https://github.com/login,legitimate
http://verify-banking-now.top,phishing
http://free-login-gift.xyz,phishing
http://update-free-wallet.top,phishing
https://facebook.com,legitimate
https://instagram.com/profile,legitimate
http://update-login.shop,phishing
http://banking-security-verify.live,phishing
https://instagram.com,legitimate
https://wikipedia.org/home,legitimate
http://gift-verify.xyz,phishing
http://verify-confirm-now.shop,phishing
https://twitter.com/about,legitimate
http://confirm-gift-signin.shop,phishing
https://twitter.com/support,legitimate
http://verify-account-now.xyz,phishing
https://github.com/dashboard,legitimate
https://twitter.com,legitimate
https://apple.com,legitimate
https://www.linkedin.com,legitimate
http://banking-login-verify.top,phishing
https://www.google.com,legitimate
https://netflix.com/support,legitimate
https://linkedin.com,legitimate
https://apple.com,legitimate
https://google.com/login,legitimate
https://openai.com/about,legitimate
https://wikipedia.org/about,legitimate
http://verify-banking-now.ru,phishing
https://microsoft.com/products,legitimate
https://stackoverflow.com/about,legitimate
http://banking-login-security.xyz,phishing
http://update-account-wallet.info,phishing
http://login-login.top,phishing
https://stackoverflow.com/login,legitimate
http://confirm-bonus.club,phishing
http://update-paypal-wallet.tk,phishing
https://microsoft.com/profile,legitimate
http://banking-confirm.ru,phishing
https://linkedin.com/home,legitimate
https://netflix.com/dashboard,legitimate
https://netflix.com/about,legitimate
https://wikipedia.org/home,legitimate
https://netflix.com,legitimate
http://free-wallet-gift.xyz,phishing
https://google.com/dashboard,legitimate
http://banking-paypal-verify.club,phishing
http://free-banking-gift.shop,phishing
http://confirm-secure-signin.xyz,phishing
http://update-banking.tk,phishing
https://facebook.com/profile,legitimate
https://github.com/profile,legitimate
http://verify-gift-now.info,phishing
https://wikipedia.org/home,legitimate
https://amazon.com/about,legitimate
https://flipkart.com/products,legitimate
https://openai.com/profile,legitimate
http://secure-verify-account.xyz,phishing
https://google.com/support,legitimate
http://free-login-gift.live,phishing
http://verify-login-now.shop,phishing
http://banking-bonus-verify.tk,phishing
https://instagram.com/products,legitimate
http://free-account-gift.ru,phishing
http://free-secure-gift.live,phishing
http://update-banking-wallet.shop,phishing
http://confirm-confirm-signin.ru,phishing
https://stackoverflow.com/dashboard,legitimate
https://microsoft.com/products,legitimate
http://secure-security.top,phishing
https://www.instagram.com,legitimate
http://verify-security-now.info,phishing
http://banking-bonus-verify.live,phishing
http://free-wallet.ru,phishing
https://apple.com/about,legitimate
https://www.linkedin.com,legitimate
http://banking-login-security.tk,phishing
https://microsoft.com/products,legitimate
https://www.openai.com,legitimate
http://free-bonus-gift.top,phishing
http://free-login-security.live,phishing
https://youtube.com/about,legitimate
http://secure-security-account.live,phishing
https://www.youtube.com,legitimate
http://winner-login-security.club,phishing
http://gift-login-security.info,phishing
http://gift-confirm.shop,phishing
https://flipkart.com/dashboard,legitimate
http://update-free-wallet.info,phishing
http://update-confirm-wallet.top,phishing
https://www.amazon.com,legitimate
http://secure-bonus-account.club,phishing
https://wikipedia.org/products,legitimate
https://www.wikipedia.org,legitimate
http://confirm-signin.ru,phishing
http://banking-verify-verify.club,phishing
https://flipkart.com/support,legitimate
https://instagram.com,legitimate
https://www.openai.com,legitimate
https://microsoft.com/profile,legitimate
http://secure-winner.live,phishing
https://twitter.com/products,legitimate
https://facebook.com/support,legitimate
https://openai.com/about,legitimate
http://secure-wallet-account.ru,phishing
http://free-login-gift.live,phishing
http://banking-secure-verify.shop,phishing
http://wallet-signin.top,phishing
https://twitter.com/support,legitimate
https://microsoft.com/dashboard,legitimate
https://google.com,legitimate
http://verify-update-now.live,phishing
https://linkedin.com/about,legitimate
http://wallet-login-security.ru,phishing
http://banking-signin-verify.tk,phishing
http://free-bonus-gift.live,phishing
http://verify-free-now.shop,phishing
https://linkedin.com/dashboard,legitimate
http://signin-wallet.club,phishing
http://banking-login-security.live,phishing
http://secure-banking-account.club,phishing
http://secure-login-account.info,phishing
http://secure-gift-account.shop,phishing
https://apple.com/support,legitimate
http://verify-banking-now.shop,phishing
https://stackoverflow.com/profile,legitimate
https://amazon.com,legitimate
https://flipkart.com,legitimate
https://netflix.com/home,legitimate
https://amazon.com,legitimate
https://www.flipkart.com,legitimate
http://update-free-wallet.live,phishing
http://update-secure-wallet.shop,phishing
https://twitter.com/support,legitimate
https://wikipedia.org/products,legitimate
http://free-wallet-gift.shop,phishing
https://wikipedia.org/login,legitimate
http://confirm-bonus-signin.top,phishing
https://netflix.com/about,legitimate
http://banking-gift-verify.ru,phishing
http://login-gift.tk,phishing
https://stackoverflow.com/support,legitimate
http://banking-gift-verify.ru,phishing
https://facebook.com/login,legitimate
http://confirm-signin-signin.live,phishing
http://banking-login-verify.live,phishing
https://amazon.com,legitimate
http://free-gift-gift.tk,phishing
https://netflix.com/profile,legitimate
https://twitter.com/profile,legitimate
https://linkedin.com/home,legitimate
https://stackoverflow.com/support,legitimate
http://secure-verify-account.info,phishing
https://twitter.com/login,legitimate
https://amazon.com/home,legitimate
http://update-verify-wallet.shop,phishing
https://github.com/about,legitimate
https://microsoft.com/profile,legitimate
https://netflix.com/login,legitimate
http://update-login.xyz,phishing
https://google.com/home,legitimate
https://www.flipkart.com,legitimate
https://netflix.com/login,legitimate
https://flipkart.com/products,legitimate
https://netflix.com/support,legitimate
https://wikipedia.org/profile,legitimate
https://www.amazon.com,legitimate
https://github.com/login,legitimate
http://secure-signin-account.ru,phishing
http://secure-banking-account.info,phishing
http://banking-gift-verify.top,phishing
https://amazon.com/products,legitimate
http://confirm-bonus-signin.info,phishing
http://verify-security-now.xyz,phishing
https://amazon.com/dashboard,legitimate
http://verify-free-now.tk,phishing
https://wikipedia.org/products,legitimate
http://gift-login-security.tk,phishing
https://amazon.com/support,legitimate
http://update-login-security.ru,phishing
http://update-confirm-wallet.tk,phishing
https://www.stackoverflow.com,legitimate
http://verify-banking-now.top,phishing
http://confirm-signin-signin.info,phishing
http://verify-signin-now.ru,phishing
https://wikipedia.org/login,legitimate
http://confirm-login-security.club,phishing
http://update-confirm-wallet.top,phishing
http://update-login-security.tk,phishing
https://www.microsoft.com,legitimate
http://paypal-login-security.live,phishing
https://wikipedia.org/home,legitimate
http://secure-verify-account.tk,phishing
http://winner-login-security.shop,phishing
https://www.stackoverflow.com,legitimate
https://linkedin.com/home,legitimate
http://verify-free-now.xyz,phishing
http://secure-winner-account.top,phishing
http://banking-winner-verify.info,phishing
http://free-update-gift.ru,phishing
https://instagram.com/login,legitimate
http://verify-secure-now.shop,phishing
http://confirm-free-signin.live,phishing
http://secure-free-account.info,phishing
https://apple.com/dashboard,legitimate
https://twitter.com/home,legitimate
https://google.com/support,legitimate
http://banking-free-verify.ru,phishing
https://microsoft.com/home,legitimate
http://verify-gift-now.info,phishing
https://linkedin.com/support,legitimate
http://update-bonus-wallet.tk,phishing
https://twitter.com/about,legitimate
http://confirm-security-signin.club,phishing
https://netflix.com/profile,legitimate
http://update-confirm-wallet.live,phishing
http://banking-bonus-verify.top,phishing
https://youtube.com/profile,legitimate
https://instagram.com/dashboard,legitimate
http://verify-bonus-now.top,phishing
https://google.com/profile,legitimate
https://netflix.com/profile,legitimate
https://instagram.com/about,legitimate
https://github.com/login,legitimate
https://youtube.com/about,legitimate
http://gift-login-security.club,phishing
https://wikipedia.org/support,legitimate
http://winner-verify.top,phishing
https://twitter.com/about,legitimate
https://amazon.com/support,legitimate
https://flipkart.com/login,legitimate
http://verify-winner-now.ru,phishing
http://free-paypal-gift.ru,phishing
http://account-login-security.info,phishing
https://flipkart.com/support,legitimate
https://netflix.com/dashboard,legitimate
https://amazon.com/about,legitimate
https://apple.com/support,legitimate
http://confirm-signin-signin.club,phishing
https://github.com/support,legitimate
http://verify-secure-now.xyz,phishing
http://update-confirm-wallet.live,phishing
https://linkedin.com,legitimate
https://www.instagram.com,legitimate
https://microsoft.com/profile,legitimate
http://update-banking-wallet.top,phishing
https://openai.com/home,legitimate
http://update-wallet-wallet.club,phishing
http://update-banking-wallet.xyz,phishing
https://linkedin.com/home,legitimate
http://banking-free-verify.club,phishing
http://banking-gift-verify.club,phishing
http://update-login.xyz,phishing
http://confirm-verify.tk,phishing
https://youtube.com/support,legitimate
https://apple.com/profile,legitimate
https://github.com,legitimate
http://update-signin-wallet.xyz,phishing
https://amazon.com/profile,legitimate
https://microsoft.com/profile,legitimate
https://openai.com/about,legitimate
https://stackoverflow.com/dashboard,legitimate
http://verify-security-now.ru,phishing
http://banking-confirm-verify.xyz,phishing
https://apple.com/dashboard,legitimate
https://instagram.com,legitimate
http://banking-free.info,phishing
https://www.amazon.com,legitimate
http://winner-winner.info,phishing
http://confirm-update-signin.tk,phishing
http://verify-bonus-now.ru,phishing
http://update-login-security.live,phishing
https://openai.com/products,legitimate
https://amazon.com/login,legitimate
http://banking-security-verify.tk,phishing
https://netflix.com/dashboard,legitimate
https://google.com/login,legitimate
https://apple.com/products,legitimate
http://update-account-wallet.ru,phishing
http://update-confirm-wallet.info,phishing
http://confirm-paypal-signin.club,phishing
http://secure-verify-account.ru,phishing
https://instagram.com/home,legitimate
http://secure-winner-account.tk,phishing
https://github.com/dashboard,legitimate
http://secure-paypal-account.club,phishing
https://microsoft.com/profile,legitimate
https://google.com/login,legitimate
https://facebook.com/profile,legitimate
http://signin-login-security.top,phishing
https://www.microsoft.com,legitimate
https://wikipedia.org/home,legitimate
https://amazon.com/home,legitimate
http://free-login-gift.tk,phishing
https://www.microsoft.com,legitimate
https://openai.com/home,legitimate
http://secure-wallet-account.live,phishing
http://secure-verify-account.info,phishing
http://confirm-account-signin.info,phishing
http://update-wallet-wallet.shop,phishing
https://youtube.com/products,legitimate
http://banking-winner-verify.tk,phishing
https://youtube.com/profile,legitimate
http://verify-banking-now.ru,phishing
https://microsoft.com/products,legitimate
https://apple.com/home,legitimate
https://twitter.com/products,legitimate
http://verify-wallet-now.ru,phishing
http://secure-winner-account.top,phishing
https://wikipedia.org,legitimate
http://verify-paypal-now.club,phishing
https://www.apple.com,legitimate
https://www.youtube.com,legitimate
https://netflix.com/products,legitimate
http://banking-bonus-verify.live,phishing
http://verify-free-now.shop,phishing
https://facebook.com/profile,legitimate
http://update-confirm-wallet.tk,phishing
http://free-secure-gift.tk,phishing
https://facebook.com,legitimate
http://update-login-security.info,phishing
http://bonus-login-security.info,phishing
http://confirm-update-signin.tk,phishing
https://linkedin.com/products,legitimate
https://youtube.com/home,legitimate
http://confirm-update-signin.top,phishing
https://microsoft.com/support,legitimate
https://microsoft.com/support,legitimate
http://confirm-account-signin.tk,phishing
https://youtube.com/profile,legitimate
http://update-login-security.club,phishing
http://confirm-login-signin.info,phishing
https://www.amazon.com,legitimate
http://account-confirm.live,phishing
http://verify-login-now.club,phishing
http://secure-confirm-account.info,phishing
http://update-winner-wallet.live,phishing
http://update-verify-wallet.xyz,phishing
http://update-account-wallet.info,phishing
http://bonus-login-security.live,phishing
https://linkedin.com,legitimate
http://banking-security-verify.xyz,phishing
http://banking-signin-verify.tk,phishing
http://banking-secure-verify.xyz,phishing
https://stackoverflow.com,legitimate
